imie,wystapienia_pierwsze,wystapienia_drugie,pochodzenie,opis_html
Carmen Victoria,2,0,,
De Cassia,0,2,,
Kathleen Joy,2,0,,
Nikala,2,0,,
Marína,2,0,,
Durdona,2,0,,
Hilke,2,0,,
Dilbarkhon,2,0,,
Yian,2,0,,
Thị Ngọc Ngà,2,0,,
Armaghan,2,0,,
Benadette,2,0,,
Ericah,0,2,,
Kieu My,2,0,,
Zareen,2,0,,
Gidey,0,2,,
Lakshana,2,0,,
Xiaoshi,2,0,,
Praskowia,2,0,,
Daianna,2,0,,
Oguldursun,2,0,,
Tzu-Ying,2,0,,
Welda,0,2,,"<b>Welda</b> – jednostka osadnicza w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">Stanach Zjednoczonych</a>, w stanie <a href=""https://pl.wikipedia.org/wiki/Kansas"" target=""_blank"" rel=""noopener noreferrer"">Kansas</a>, w hrabstwie <a href=""https://pl.wikipedia.org/wiki/Hrabstwo_Anderson_(Kansas)"" target=""_blank"" rel=""noopener noreferrer"">Anderson</a>."
Ka Yan,2,0,,
Kalpesh,0,2,,
Kalaiarasi,2,0,,
Florindo,0,2,,"<b>Florindo</b>, właśc. <b>Florindo Alves Ferreira</b> (ur. <a href=""https://pl.wikipedia.org/wiki/21_kwietnia"" target=""_blank"" rel=""noopener noreferrer"">21 kwietnia</a> <a href=""https://pl.wikipedia.org/wiki/1914"" target=""_blank"" rel=""noopener noreferrer"">1914</a> w <a href=""https://pl.wikipedia.org/wiki/Juiz_de_Fora"" target=""_blank"" rel=""noopener noreferrer"">Juiz de Fora</a>) – <a href=""https://pl.wikipedia.org/wiki/Pi%C5%82karz"" target=""_blank"" rel=""noopener noreferrer"">piłkarz</a> <a href=""https://pl.wikipedia.org/wiki/Brazylia"" target=""_blank"" rel=""noopener noreferrer"">brazylijski</a> grający na pozycji środkowego obrońcy."
Thị Ngọ,2,0,,
Wayne,2,0,,
Bích Diệp,2,0,,
An Nhi,2,0,,
Adomina,0,2,,
Jouri,2,0,,
Azina,2,0,,
Luiiza,2,0,,
Aregnaz,2,0,,
Remzie,2,0,,
Tesnim,2,0,,
Viktoriia-Oksana,2,0,,
Agri̇n,2,0,,
Jialu,2,0,,
Solea,2,0,,
Sandomira,2,0,,
Guixiang,2,0,,
Idara,2,0,,
Elmy,2,0,,
Dhea,2,0,,
Seraj,0,2,,
Yassin,0,2,,"<a href=""https://pl.wikipedia.org/wiki/Szejk"" target=""_blank"" rel=""noopener noreferrer"">Szejk</a> <b>Ahmad Isma’il Hasan Jasin</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_arabski"" target=""_blank"" rel=""noopener noreferrer"">arab.</a>&#160;&#8207;الشيخ أحمد إسماعيل حسن ياسين&#8206;, ur. ok. <a href=""https://pl.wikipedia.org/wiki/1936"" target=""_blank"" rel=""noopener noreferrer"">1936</a>, zm. <a href=""https://pl.wikipedia.org/wiki/22_marca"" target=""_blank"" rel=""noopener noreferrer"">22 marca</a> <a href=""https://pl.wikipedia.org/wiki/2004"" target=""_blank"" rel=""noopener noreferrer"">2004</a> w <a href=""https://pl.wikipedia.org/wiki/Gaza_(miasto)"" target=""_blank"" rel=""noopener noreferrer"">Gazie</a>) – <a href=""https://pl.wikipedia.org/wiki/Palesty%C5%84czycy"" target=""_blank"" rel=""noopener noreferrer"">palestyński</a> <a href=""https://pl.wikipedia.org/wiki/Imam"" target=""_blank"" rel=""noopener noreferrer"">imam</a>, działacz polityczny i <a href=""https://pl.wikipedia.org/wiki/Terroryzm"" target=""_blank"" rel=""noopener noreferrer"">terrorysta</a>, założyciel Centrum Islamskiego, po wykształceniu się z niego <a href=""https://pl.wikipedia.org/wiki/Hamas"" target=""_blank"" rel=""noopener noreferrer"">Hamasu</a> stanął na jego czele jako szef Rady <a href=""https://pl.wikipedia.org/wiki/Szura"" target=""_blank"" rel=""noopener noreferrer"">Szury</a> Hamasu tytułowany Głównym Przewodniczącym. Wcześniej kierownik palestyńskiej sekcji <a href=""https://pl.wikipedia.org/wiki/Bracia_Muzu%C5%82ma%C5%84scy"" target=""_blank"" rel=""noopener noreferrer"">Braci Muzułmańskich</a>. Radykalny islamista i orędownik likwidacji <a href=""https://pl.wikipedia.org/wiki/Izrael"" target=""_blank"" rel=""noopener noreferrer"">Izraela</a>, początkowo przez niego wspierany jako przeciwwaga dla <a href=""https://pl.wikipedia.org/wiki/Organizacja_Wyzwolenia_Palestyny"" target=""_blank"" rel=""noopener noreferrer"">OWP</a>. Zabity w izraelskim nalocie w 2004 roku."
Jaylyn,2,0,,
Vivia,0,2,,
Appolinariia,2,0,,
Dobrachna,0,2,,
Thị Quế,2,0,,
Mihaela-Sorina,2,0,,
Sedik,2,0,,
Liselot,2,0,,
Truc Anh,2,0,,
Lucilene,2,0,,
Kuihua,2,0,,
Valentyna-Viktoriia,2,0,,
Kamna,2,0,,
Hafsat,2,0,,
Chanjira,2,0,,
Hanna Danuta,0,2,,
Dzyntra,2,0,,
Bangon,2,0,,
Aybuke,2,0,,
Sitorabonu,2,0,,
Élyse,0,2,,
Imena,2,0,,
Mylayym,2,0,,
Bernardina,0,2,,
Amalina,0,2,,
Permata,0,2,,
Nuna,2,0,,"<b>Nuna</b> – <a href=""https://pl.wikipedia.org/wiki/Wie%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">wieś</a> sołecka w <a href=""https://pl.wikipedia.org/wiki/Polska"" target=""_blank"" rel=""noopener noreferrer"">Polsce</a> położona w <a href=""https://pl.wikipedia.org/wiki/Wojew%C3%B3dztwo_mazowieckie"" target=""_blank"" rel=""noopener noreferrer"">województwie mazowieckim</a>, w <a href=""https://pl.wikipedia.org/wiki/Powiat_nowodworski_(wojew%C3%B3dztwo_mazowieckie)"" target=""_blank"" rel=""noopener noreferrer"">powiecie nowodworskim</a>, w <a href=""https://pl.wikipedia.org/wiki/Nasielsk_(gmina)"" target=""_blank"" rel=""noopener noreferrer"">gminie Nasielsk</a>."
Kalamzar,2,0,,
Thị Bích Thủy,2,0,,
Tehilah,2,0,,
Tsankova,0,2,,
Iowita,0,2,,
Maria-Roza,2,0,,
Thi Quynh Nga,2,0,,
Ramanpreet,2,0,,
Siddique,0,2,,
Shterna,2,0,,
Kanaiym,2,0,,
Lusvard,2,0,,
Klein,0,2,,
Alina-Kateryna,2,0,,
Ellen Monika,0,2,,
Kalya,2,0,,
Cherlyn,2,0,,
Meha,2,0,,
Munia,2,0,,
Fanya,2,0,,
Hreis,2,0,,
Kostancja,0,2,,
Shushyk,2,0,,
Dobreva,0,2,,
Avah,2,0,,
Elegia,2,0,,"<b>Elegia</b> (<a href=""https://pl.wikipedia.org/wiki/Gr."" target=""_blank"" rel=""noopener noreferrer"">gr.</a> ἐλεγεία <i>elegeia</i> – pieśń żałobna) – utwór <a href=""https://pl.wikipedia.org/wiki/Liryka"" target=""_blank"" rel=""noopener noreferrer"">liryczny</a> o treści poważnej, refleksyjny, utrzymany w tonie smutnego rozpamiętywania, rozważania lub skargi, dotyczący spraw osobistych lub problemów egzystencjalnych (przemijanie, śmierć, miłość); wyróżnia się elegie miłosne i patriotyczne. Należy do najbardziej charakterystycznych form <a href=""https://pl.wikipedia.org/wiki/Liryka_bezpo%C5%9Brednia"" target=""_blank"" rel=""noopener noreferrer"">liryki bezpośredniej</a>."
Cisana,2,0,,
Aglika,2,0,,
Gizbas,2,0,,
Roksandra,2,0,,
Xilena,0,2,,
Yuanhong,2,0,,
Umar,0,2,,
Lilybelle,2,0,,
Kanza,2,0,,
Danaj,2,0,,
Oan,0,2,,
Oralia,2,0,,
Sass,0,2,,Zobacz też:
Beri,0,2,,"<b>Beri</b> (<a href=""https://pl.wikipedia.org/wiki/Cyrylica_serbska"" target=""_blank"" rel=""noopener noreferrer"">cyr.</a> Бери) – <a href=""https://pl.wikipedia.org/wiki/Wie%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">wieś</a> w <a href=""https://pl.wikipedia.org/wiki/Czarnog%C3%B3ra"" target=""_blank"" rel=""noopener noreferrer"">Czarnogórze</a>, w <a href=""https://pl.wikipedia.org/wiki/Gmina_Podgorica"" target=""_blank"" rel=""noopener noreferrer"">gminie Podgorica</a>. W 2011 roku liczyła 556 mieszkańców."
An Phuong,2,0,,
Celinka,2,0,,
Monica-Andreea,2,0,,
Dilu,2,0,,
Benitta,2,0,,
Diana-Olha,2,0,,
Nosheen,2,0,,
Campo,0,2,,Republika Zielonego Przylądka:
Barbara Antonina,0,2,,
Salua,2,0,,
Wensi,2,0,,
Fareedah,2,0,,
Uurtsaikh,2,0,,
Thi Be,2,0,,
Gomes,0,2,,<b>Ludzie o nazwisku Gomes</b>:
Stone,0,2,,W Stanach Zjednoczonych:
Bamlak,2,0,,
Maliia,2,0,,
Marie Noëlle,0,2,,
Keryn,2,0,,
Jayeshkumar,0,2,,
Medi,2,0,,
Thuy My,2,0,,
Sunah,2,0,,
Miszelina,2,0,,
Thị Gấm,2,0,,
Luying,2,0,,
Arusik,2,0,,
Sun Sim,2,0,,
Monroe,0,2,,
Tampus,0,2,,
Qiaoyan,2,0,,
Xiaodi,2,0,,
Cherotich,0,2,,
Doua,0,2,,
Freeda,2,0,,
Wacława Kazimiera,0,2,,
Seungyun,2,0,,
Merima,2,0,,
Marzolena,2,0,,
Stefania Jadwiga,0,2,,
Manmeet,2,0,,
Jevgienija,2,0,,
Anelieva,0,2,,
Maz,2,0,,
Rosilia,2,0,,
Valerievna,0,2,,
Mihrima,2,0,,
Evon,2,0,,
Nifemi,2,0,,
Rashpal,2,0,,
Victorie,2,0,,
C,0,2,,"<b>C</b> (wymowa: <i>ce</i>, <a href=""https://pl.wikipedia.org/wiki/Minusku%C5%82a"" target=""_blank"" rel=""noopener noreferrer"">minuskuła</a>: <b>c</b>) – trzecia litera <a href=""https://pl.wikipedia.org/wiki/Alfabet_%C5%82aci%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">alfabetu łacińskiego</a>, czwarta litera alfabetu polskiego."
Nokuthaba,2,0,,
Europa,0,2,,"<i>największe <a href=""https://pl.wikipedia.org/wiki/Aglomeracja"" target=""_blank"" rel=""noopener noreferrer"">aglomeracje</a></i>:<a href=""https://pl.wikipedia.org/wiki/Moskwa"" target=""_blank"" rel=""noopener noreferrer"">Moskwa</a>, <a href=""https://pl.wikipedia.org/wiki/Stambu%C5%82"" target=""_blank"" rel=""noopener noreferrer"">Stambuł</a>, <a href=""https://pl.wikipedia.org/wiki/Pary%C5%BC"" target=""_blank"" rel=""noopener noreferrer"">Paryż</a>, <a href=""https://pl.wikipedia.org/wiki/Londyn"" target=""_blank"" rel=""noopener noreferrer"">Londyn</a>, <a href=""https://pl.wikipedia.org/wiki/Essen"" target=""_blank"" rel=""noopener noreferrer"">Essen</a>-<a href=""https://pl.wikipedia.org/wiki/D%C3%BCsseldorf"" target=""_blank"" rel=""noopener noreferrer"">Düsseldorf</a>, <a href=""https://pl.wikipedia.org/wiki/Madryt"" target=""_blank"" rel=""noopener noreferrer"">Madryt</a>, <a href=""https://pl.wikipedia.org/wiki/Barcelona"" target=""_blank"" rel=""noopener noreferrer"">Barcelona</a>, <a href=""https://pl.wikipedia.org/wiki/Mediolan"" target=""_blank"" rel=""noopener noreferrer"">Mediolan</a>, <a href=""https://pl.wikipedia.org/wiki/Berlin"" target=""_blank"" rel=""noopener noreferrer"">Berlin</a>, <a href=""https://pl.wikipedia.org/wiki/Warszawa"" target=""_blank"" rel=""noopener noreferrer"">Warszawa</a>, <a href=""https://pl.wikipedia.org/wiki/Wiede%C5%84"" target=""_blank"" rel=""noopener noreferrer"">Wiedeń</a>, <a href=""https://pl.wikipedia.org/wiki/Rzym"" target=""_blank"" rel=""noopener noreferrer"">Rzym</a>, <a href=""https://pl.wikipedia.org/wiki/Petersburg"" target=""_blank"" rel=""noopener noreferrer"">Petersburg</a>"
Lenisława,2,0,,
Yuliang,2,0,,
Ruixin,2,0,,
Sori,2,0,,"<b>Sori</b> – miejscowość i gmina we <a href=""https://pl.wikipedia.org/wiki/W%C5%82ochy"" target=""_blank"" rel=""noopener noreferrer"">Włoszech</a>, w regionie <a href=""https://pl.wikipedia.org/wiki/Liguria"" target=""_blank"" rel=""noopener noreferrer"">Liguria</a>, w prowincji <a href=""https://pl.wikipedia.org/wiki/Prowincja_Genua"" target=""_blank"" rel=""noopener noreferrer"">Genua</a>."
Ewhenia,2,0,,
Shachi,2,0,,
Stowe,0,2,,"W <a href=""https://pl.wikipedia.org/wiki/Wielka_Brytania"" target=""_blank"" rel=""noopener noreferrer"">Wielkiej Brytanii</a>:"
Sehee,2,0,,
Maksymivna,0,2,,
Wiktoryia,2,0,,
Bekezela,0,2,,
Anna Nicole,0,2,,
Yuzuka,2,0,,
Maria Liza,2,0,,
Sherihan,2,0,,
Kuddarat,0,2,,
Saringiul,2,0,,
Kyoung Eun,2,0,,
Osasogie,0,2,,
Varma,0,2,,
Songyee,2,0,,
Janisha,2,0,,
Rodion,2,0,,"<b>Herodion</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> męskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">greckiego</a>, genetycznie zdrobnienie imienia <i>Heroides</i>, które prawdopodobnie oznacza „pieśń bohatera” od ‘ηρως (<i>heros</i>) „bohater, wojownik” w połączeniu z ωιδη (<i>oide</i>) „pieśń, oda”. Najbardziej znaną postacią o tym imieniu jest <a href=""https://pl.wikipedia.org/wiki/Herodion_(posta%C4%87_biblijna)"" target=""_blank"" rel=""noopener noreferrer"">Herodion</a>, postać biblijna i święty katolicki oraz prawosławny. Od tego imienia (<i>:&#160;Irodion</i>) powstała staroruska forma skrócona (zdrobniała, spieszczona) <i>Rodion</i>, utworzona za pomocą popularnej w imiennictwie zarówno ruskim, jak i polskim techniki ucinania <a href=""https://pl.wikipedia.org/wiki/Fazy_artykulacyjne_wyrazu"" target=""_blank"" rel=""noopener noreferrer"">nagłosu</a>."
Nakshathra,2,0,,
Helena Halina,0,2,,
Denysa,2,0,,
Jenny Ann,2,0,,
Park,0,2,,"<b>Park</b> – teren <a href=""https://pl.wikipedia.org/wiki/Rekreacja"" target=""_blank"" rel=""noopener noreferrer"">rekreacyjny</a>, przeważnie z dużą ilością <a href=""https://pl.wikipedia.org/wiki/Ro%C5%9Bliny"" target=""_blank"" rel=""noopener noreferrer"">roślin</a>, w tym często <a href=""https://pl.wikipedia.org/wiki/Drzewo"" target=""_blank"" rel=""noopener noreferrer"">zadrzewiony</a>. W miastach ma charakter dużego, swobodnie ukształtowanego <a href=""https://pl.wikipedia.org/wiki/Ogr%C3%B3d"" target=""_blank"" rel=""noopener noreferrer"">ogrodu</a> z alejami spacerowymi. W Polsce 9249 parków jest objętych ochroną prawną poprzez wpisanie ich do <a href=""https://pl.wikipedia.org/wiki/Rejestr_zabytk%C3%B3w"" target=""_blank"" rel=""noopener noreferrer"">rejestru zabytków</a> lub rejestru pomników przyrody. Łącznie zajmują obszar 50354,65 ha."
Enav,2,0,,"<b>Enaw</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_hebrajski"" target=""_blank"" rel=""noopener noreferrer"">hebr.</a> עינב) – <a href=""https://pl.wikipedia.org/wiki/Wie%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">wieś</a> położona w <a href=""https://pl.wikipedia.org/wiki/Samorz%C4%85d_Regionu_Szomeron"" target=""_blank"" rel=""noopener noreferrer"">Samorządzie Regionu Szomeron</a>, w <a href=""https://pl.wikipedia.org/wiki/Judea_i_Samaria"" target=""_blank"" rel=""noopener noreferrer"">Dystrykcie Judei i Samarii</a>, w <a href=""https://pl.wikipedia.org/wiki/Izrael"" target=""_blank"" rel=""noopener noreferrer"">Izraelu</a>."
Panes,0,2,,
Huwaida,2,0,,
Boshra,2,0,,
Afendula,2,0,,
Dušica,2,0,,
Juliána,2,0,,
Jicela,0,2,,
Malyka,2,0,,
Shelin,2,0,,
Eulàlia,2,0,,
Sergelen,2,0,,
Sunilbhai,0,2,,
Jong Gum,2,0,,
Mengxi,2,0,,
Sikhulile,2,0,,
Pryma,0,2,,
Yelizaweta,2,0,,
Paméla,2,0,,
Mahbooba,2,0,,
Donatienne,2,0,,
Tangalin,0,2,,
Akvile,2,0,,
Bindhu,2,0,,
Elisaweta,2,0,,
Carmenza,2,0,,
Golde,2,0,,
Thi Bich Hong,2,0,,
Amory,2,0,,"<b>Amory</b> – miasto w <a href=""https://pl.wikipedia.org/wiki/Stan_(podzia%C5%82_administracyjny)"" target=""_blank"" rel=""noopener noreferrer"">stanie</a> <a href=""https://pl.wikipedia.org/wiki/Missisipi_(stan)"" target=""_blank"" rel=""noopener noreferrer"">Missisipi</a>, w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">Stanach Zjednoczonych</a>."
Sakurako,2,0,,
Varghese,0,2,,
Irisi,2,0,,
Jellian,2,0,,
Nermina,2,0,,
Urszula Barbara,0,2,,
Bolorchimeg,2,0,,
Dzamila,0,2,,
Juby,2,0,,"<b>Ras Dżubi</b> albo <b>Ras Tarfaja</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_arabski"" target=""_blank"" rel=""noopener noreferrer"">arab.</a> <i>رأس جوبي</i> albo <i>رأس طرفاية</i>) – <a href=""https://pl.wikipedia.org/wiki/Przyl%C4%85dek"" target=""_blank"" rel=""noopener noreferrer"">przylądek</a> w <a href=""https://pl.wikipedia.org/wiki/Afryka"" target=""_blank"" rel=""noopener noreferrer"">Afryce</a>, na wybrzeżu <a href=""https://pl.wikipedia.org/wiki/Ocean_Atlantycki"" target=""_blank"" rel=""noopener noreferrer"">Oceanu Atlantyckiego</a>, w południowym <a href=""https://pl.wikipedia.org/wiki/Maroko"" target=""_blank"" rel=""noopener noreferrer"">Maroku</a>, przy granicy z <a href=""https://pl.wikipedia.org/wiki/Sahara_Zachodnia"" target=""_blank"" rel=""noopener noreferrer"">Saharą Zachodnią</a>."
Su Young,2,0,,
Hasumi,2,0,,
Viganna,2,0,,
Mastona,2,0,,
Jeimi,2,0,,
Thị Lĩnh,2,0,,
Thao Ly,2,0,,
Jaeah,2,0,,
Priscillia,2,0,,
Viktoriia-Yevheniia,2,0,,
Huong Quynh,2,0,,
Sajita,2,0,,
Yong Hui,2,0,,
Riaz,0,2,,"<b>Riaz</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_franko-prowansalski"" target=""_blank"" rel=""noopener noreferrer"">frp.</a> <i>Riyâ</i>, hist. <i>Zum Rad</i>) – <a href=""https://pl.wikipedia.org/wiki/Gmina_polityczna_(Szwajcaria)"" target=""_blank"" rel=""noopener noreferrer"">gmina</a> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_francuski"" target=""_blank"" rel=""noopener noreferrer"">fr.</a> <i>commune</i>; <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_niemiecki"" target=""_blank"" rel=""noopener noreferrer"">niem.</a> <i>Gemeinde</i>) w <a href=""https://pl.wikipedia.org/wiki/Szwajcaria"" target=""_blank"" rel=""noopener noreferrer"">Szwajcarii</a>, w kantonie <a href=""https://pl.wikipedia.org/wiki/Fryburg_(kanton)"" target=""_blank"" rel=""noopener noreferrer"">Fryburg</a>, w <a href=""https://pl.wikipedia.org/wiki/Okr%C4%99g_(Szwajcaria)"" target=""_blank"" rel=""noopener noreferrer"">okręgu</a> <a href=""https://pl.wikipedia.org/wiki/Okr%C4%99g_Gruy%C3%A8re"" target=""_blank"" rel=""noopener noreferrer"">Gruyère</a>."
Dhanishta,2,0,,
Izzatul,2,0,,
Araksja,0,2,,
Ruman,2,0,,Osoby o tym nazwisku:
Yolita,2,0,,
Hadiga,2,0,,
Célina,2,0,,
Solveiga,2,0,,
Chikaodi,0,2,,
Nimo,2,0,,"<b>Nimo</b>, właśc. <b>Nima Yaghobi</b> (ur. <a href=""https://pl.wikipedia.org/wiki/25_grudnia"" target=""_blank"" rel=""noopener noreferrer"">25 grudnia</a> <a href=""https://pl.wikipedia.org/wiki/1995"" target=""_blank"" rel=""noopener noreferrer"">1995</a> w <a href=""https://pl.wikipedia.org/wiki/Karlsruhe"" target=""_blank"" rel=""noopener noreferrer"">Karlsruhe</a>) – <a href=""https://pl.wikipedia.org/wiki/Niemcy"" target=""_blank"" rel=""noopener noreferrer"">niemiecki</a> <a href=""https://pl.wikipedia.org/wiki/Rap"" target=""_blank"" rel=""noopener noreferrer"">raper</a> pochodzenia <a href=""https://pl.wikipedia.org/wiki/Iran"" target=""_blank"" rel=""noopener noreferrer"">irańskiego</a>."
Sukhdeep,2,0,,
Abdelhakim,0,2,,
Sofiia-Stefaniia,2,0,,
Ziya,2,0,,
Mieko,2,0,,
Elfruna,2,0,,
Catapang,0,2,,
Elyn,2,0,,
Shamima,2,0,,
Thi Bac,2,0,,
Radosta,0,2,,
Macaspac,0,2,,
Khumara,2,0,,
Aikaterina,2,0,,
Iluzjana,2,0,,
Mahmoud Mohamed Habiballah Ahmed,0,2,,
Aphinya,2,0,,
Thi Han,2,0,,
Yuliza Andrea,2,0,,
Ninetta,0,2,,
Jinxin,2,0,,
Arely,2,0,,
Almakul,2,0,,
Adissa,2,0,,
Misheelt,2,0,,
Klaudiya,2,0,,
Dianah,2,0,,
Luara,2,0,,
Saanvika,0,2,,
Jeongmi,2,0,,
Minzilia,2,0,,
Ghamra,2,0,,
Sakurai,0,2,,"<b>Sakurai</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;桜井市&#32;<i>Sakurai-shi</i>) – miasto w <a href=""https://pl.wikipedia.org/wiki/Japonia"" target=""_blank"" rel=""noopener noreferrer"">Japonii</a>, na wyspie <a href=""https://pl.wikipedia.org/wiki/Honsiu"" target=""_blank"" rel=""noopener noreferrer"">Honsiu</a> (<i>Honshū</i>), w <a href=""https://pl.wikipedia.org/wiki/Prefektura_Nara"" target=""_blank"" rel=""noopener noreferrer"">prefekturze Nara</a>."
Madrine,2,0,,
Tolero,0,2,,
Rosamunda,2,0,,
Edna Julieth,2,0,,
Thanuja,2,0,,
Yuiley,2,0,,
Emberly,2,0,,
Jarzyna,2,0,,
Urshula,2,0,,
Rachelli,2,0,,
Marianita,2,0,,
Anna Victoria,0,2,,
Mohammed Hasan,0,2,,
Atlabachew,0,2,,
Melva,2,0,,
Inhrida,2,0,,
Mechthild,0,2,,
Sanaia,2,0,,
Hoài Thương,2,0,,
Aashna,2,0,,
Xuezhen,2,0,,
Shameem,0,2,,
Jesabel,2,0,,
Ebi,2,0,,
Negash,0,2,,
Kinuko,2,0,,
Anakha,2,0,,
Xinni,2,0,,
Youjung,2,0,,
Urara,2,0,,
Katiusza,2,0,,"<b>Katiusza</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_rosyjski"" target=""_blank"" rel=""noopener noreferrer"">ros.</a> Катюша) – wspólna nazwa obejmująca <a href=""https://pl.wikipedia.org/wiki/Zwi%C4%85zek_Socjalistycznych_Republik_Radzieckich"" target=""_blank"" rel=""noopener noreferrer"">radzieckie</a> <a href=""https://pl.wikipedia.org/wiki/Wieloprowadnicowa_wyrzutnia_rakietowa"" target=""_blank"" rel=""noopener noreferrer"">wyrzutnie rakietowe</a> BM-8 <a href=""https://pl.wikipedia.org/wiki/Kaliber_broni"" target=""_blank"" rel=""noopener noreferrer"">kalibru</a> 82&#160;mm, BM-13 kalibru 132&#160;mm, BM-31 kalibru 310&#160;mm i ich modyfikacje wprowadzane na uzbrojenie <a href=""https://pl.wikipedia.org/wiki/Armia_Czerwona"" target=""_blank"" rel=""noopener noreferrer"">Armii Czerwonej</a> począwszy od 21 czerwca 1941 roku podczas <a href=""https://pl.wikipedia.org/wiki/II_wojna_%C5%9Bwiatowa"" target=""_blank"" rel=""noopener noreferrer"">II wojny światowej</a>."
Koriana,2,0,,
Resma,0,2,,
Ivanna-Roksolana,2,0,,
Orane,2,0,,
Yafang,2,0,,
Halimah,2,0,,
Mukundi,0,2,,
Soizic,0,2,,
Ana Rosa,2,0,,"<b>Ana Smelyn Rosa García</b> (ur. <a href=""https://pl.wikipedia.org/wiki/2_grudnia"" target=""_blank"" rel=""noopener noreferrer"">2 grudnia</a> <a href=""https://pl.wikipedia.org/wiki/1997"" target=""_blank"" rel=""noopener noreferrer"">1997</a>) – <a href=""https://pl.wikipedia.org/wiki/Dominikana"" target=""_blank"" rel=""noopener noreferrer"">dominikańska</a> <a href=""https://pl.wikipedia.org/wiki/Judo"" target=""_blank"" rel=""noopener noreferrer"">judoczka</a>."
Suneeta,2,0,,
Railya,2,0,,
Lusyana,2,0,,
Maëla,2,0,,
Gupta,0,2,,
Eli̇fsu,2,0,,
Afaiat,2,0,,
Kamer,0,2,,Zobacz też:
Valery Sofia,2,0,,
Jin A,2,0,,
Kadiatou,0,2,,
Mas,0,2,,Zobacz też:
Innessa,2,0,,
Shinta,2,0,,
Nutcha,2,0,,
Malvine,0,2,,
Ananna,2,0,,
Maryah,2,0,,
Thị Hồng Liên,2,0,,
Rajpreet,2,0,,
Odila,0,2,,"<b>Otylia</b> – żeński odpowiednik <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyki_germa%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">germańskiego</a> <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imienia</a> <a href=""https://pl.wikipedia.org/wiki/Otto"" target=""_blank"" rel=""noopener noreferrer"">Otto</a> oznaczający „bogatą wojowniczkę” lub „obrończynię bogactwa”. Nosiła je żyjąca w <a href=""https://pl.wikipedia.org/wiki/VIII_wiek"" target=""_blank"" rel=""noopener noreferrer"">VIII wieku</a> mniszka – <a href=""https://pl.wikipedia.org/wiki/Otylia_z_Hohenburga"" target=""_blank"" rel=""noopener noreferrer"">św. Otylia</a>, patronka <a href=""https://pl.wikipedia.org/wiki/Alzacja"" target=""_blank"" rel=""noopener noreferrer"">Alzacji</a>. Alternatywna formy imienia to <i>Odylia</i>."
Thị Hữu,2,0,,
Maricor,2,0,,
Similo,2,0,,
Zaiba,2,0,,
Thị Thu Hống,2,0,,
Yanith,0,2,,
Andreea-Diana,2,0,,
Andreea-Irina,2,0,,
Radist,2,0,,
Gaco,0,2,,
Semena,2,0,,
Anhlinh,0,2,,
Dzasmina,2,0,,
Krystia,2,0,,
Luz Darys,2,0,,
Winczysława,0,2,,
Soyun,2,0,,
Yanju,2,0,,
Tasnima,0,2,,
Sze-Chia,2,0,,
Annachiara,2,0,,
Thị Hoàng,2,0,,
Tesia,0,2,,"<i><b>Tesia</b></i> – <a href=""https://pl.wikipedia.org/wiki/Rodzaj_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzaj</a> <a href=""https://pl.wikipedia.org/wiki/Ptaki"" target=""_blank"" rel=""noopener noreferrer"">ptaków</a> z <a href=""https://pl.wikipedia.org/wiki/Rodzina_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">podrodziny</a> <a href=""https://pl.wikipedia.org/wiki/Wierzb%C3%B3wki"" target=""_blank"" rel=""noopener noreferrer"">wierzbówek</a> (Cettiinae) w obrębie <a href=""https://pl.wikipedia.org/wiki/Rodzina_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodziny</a> <a href=""https://pl.wikipedia.org/wiki/Wierzb%C3%B3wkowate"" target=""_blank"" rel=""noopener noreferrer"">wierzbówkowatych</a> (Cettiidae)."
